t1,f1.s11m,f1.s21m,f1.s11a,f1.s21a,t2,f2.s11m,f2.s21m,f2.s11a,f2.s21a
18.712,0,0,0,0,15.144,0,0,0,0
18.714,0,0,0,0,15.146,0,0,0,0
18.717,0,0,0,0,15.148,0,0,0,0
18.719,0,0,0,0,15.15,0,0,0,0
18.722,0,0,0,0,15.152,0,0,0,0
18.724,0,0,0,0,15.154,0,0,0,0
18.726,0,0,0,0,15.155,0,0,0,0
18.729,0,0,0,0,15.157,0,0,0,0
18.731,0,0,0,0,15.159,0,0,0,0
18.734,0,0,0,0,15.161,0,0,0,0
18.736,0,0,0,0,15.163,0,0,0,0
18.738,0,0,0,0,15.165,0,0,0,0
18.741,0,0,0,0,15.167,0,0,0,0
18.743,0,0,0,0,15.169,0,0,0,0
18.746,0,0,0,0,15.171,0,0,0,0
18.748,0,0,0,0,15.173,0,0,0,0
18.75,0,0,0,0,15.175,0,0,0,0
18.753,0,0,0,0,15.177,0,0,0,0
18.755,0,0,0,0,15.179,0,0,0,0
18.757,0,0,0,0,15.181,0,0,0,0
18.76,0,0,0,0,15.182,0,0,0,0
18.762,0,0,0,0,15.184,0,0,0,0
18.765,0,0,0,0,15.186,0,0,0,0
18.767,0,0,0,0,15.188,0,0,0,0
18.769,0,0,0,0,15.19,0,0,0,0
18.772,0,0,0,0,15.192,0,0,0,0
18.774,0,0,0,0,15.194,0,0,0,0
18.777,0,0,0,0,15.196,0,0,0,0
18.779,0,0,0,0,15.198,0,0,0,0
18.781,0,0,0,0,15.2,0,0,0,0
18.784,0,0,0,0,15.202,0,0,0,0
18.786,0,0,0,0,15.204,0,0,0,0
18.788,0,0,0,0,15.206,0,0,0,0
18.791,0,0,0,0,15.208,0,0,0,0
18.793,0,0,0,0,15.21,0,0,0,0
18.796,0,0,0,0,15.211,0,0,0,0
18.798,0,0,0,0,15.213,0,0,0,0
18.8,0,0,0,0,15.215,0,0,0,0
18.803,0,0,0,0,15.217,0,0,0,0
18.805,0,0,0,0,15.219,0,0,0,0
18.808,0,0,0,0,15.221,0,0,0,0
18.81,0,0,0,0,15.223,0,0,0,0
18.812,0,0,0,0,15.225,0,0,0,0
18.815,0,0,0,0,15.227,0,0,0,0
18.817,0,0,0,0,15.229,0,0,0,0
18.82,0,0,0,0,15.231,0,0,0,0
18.822,0,0,0,0,15.233,0,0,0,0
18.824,0,0,0,0,15.235,0,0,0,0
18.827,0,0,0,0,15.237,0,0,0,0
18.829,0,0,0,0,15.239,0,0,0,0
18.831,0,0,0,0,15.24,0,0,0,0
18.834,0,0,0,0,15.242,0,0,0,0
18.836,0,0,0,0,15.244,0,0,0,0
18.839,0,0,0,0,15.246,0,0,0,0
18.841,0,0,0,0,15.248,0,0,0,0
18.843,0,0,0,0,15.25,0,0,0,0
18.846,0,0,0,0,15.252,0,0,0,0
18.848,0,0,0,0,15.254,0,0,0,0
18.851,0,0,0,0,15.256,0,0,0,0
18.853,0,0,0,0,15.258,0,0,0,0
18.855,0,0,0,0,15.26,0,0,0,0
18.858,0,0,0,0,15.262,0,0,0,0
18.86,0,0,0,0,15.264,0,0,0,0
18.862,0,0,0,0,15.266,0,0,0,0
18.865,0,0,0,0,15.268,0,0,0,0
18.867,0,0,0,0,15.269,0,0,0,0
18.87,0,0,0,0,15.271,0,0,0,0
18.872,0,0,0,0,15.273,0,0,0,0
18.874,0,0,0,0,15.275,0,0,0,0
18.877,0,0,0,0,15.277,0,0,0,0
18.879,0,0,0,0,15.279,0,0,0,0
18.882,0,0,0,0,15.281,0,0,0,0
18.884,0,0,0,0,15.283,0,0,0,0
18.886,0,0,0,0,15.285,0,0,0,0
18.889,0,0,0,0,15.287,0,0,0,0
18.891,0,0,0,0,15.289,0,0,0,0
18.894,0,0,0,0,15.291,0,0,0,0
18.896,0,0,0,0,15.293,0,0,0,0
18.898,0,0,0,0,15.295,0,0,0,0
18.901,0,0,0,0,15.296,0,0,0,0
18.903,0,0,0,0,15.298,0,0,0,0
18.905,0,0,0,0,15.3,0,0,0,0
18.908,0,0,0,0,15.302,0,0,0,0
18.91,0,0,0,0,15.304,0,0,0,0
18.913,0,0,0,0,15.306,0,0,0,0
18.915,0,0,0,0,15.308,0,0,0,0
18.917,0,0,0,0,15.31,0,0,0,0
18.92,0,0,0,0,15.312,0,0,0,0
18.922,0,0,0,0,15.314,0,0,0,0
18.925,0,0,0,0,15.316,0,0,0,0
18.927,0,0,0,0,15.318,0,0,0,0
18.929,0,0,0,0,15.32,0,0,0,0
18.932,0,0,0,0,15.322,0,0,0,0
18.934,0,0,0,0,15.324,0,0,0,0
18.936,0,0,0,0,15.325,0,0,0,0
18.939,0,0,0,0,15.327,0,0,0,0
18.941,0,0,0,0,15.329,0,0,0,0
18.944,0,0,0,0,15.331,0,0,0,0
18.946,0,0,0,0,15.333,0,0,0,0
18.948,0,0,0,0,15.335,0,0,0,0
18.951,0,0,0,0,15.337,0,0,0,0
18.953,0,0,0,0,15.339,0,0,0,0
18.956,0,0,0,0,15.341,0,0,0,0
18.958,0,0,0,0,15.343,0,0,0,0
18.96,0,0,0,0,15.345,0,0,0,0
18.963,0,0,0,0,15.347,0,0,0,0
18.965,0,0,0,0,15.349,0,0,0,0
18.968,0,0,0,0,15.351,0,0,0,0
18.97,0,0,0,0,15.353,0,0,0,0
18.972,0,0,0,0,15.354,0,0,0,0
18.975,0,0,0,0,15.356,0,0,0,0
18.977,0,0,0,0,15.358,0,0,0,0
18.979,0,0,0,0,15.36,0,0,0,0
18.982,0,0,0,0,15.362,0,0,0,0
18.984,0,0,0,0,15.364,0,0,0,0
18.987,0,0,0,0,15.366,0,0,0,0
18.989,0,0,0,0,15.368,0,0,0,0
18.991,0,0,0,0,15.37,0,0,0,0
18.994,0,0,0,0,15.372,0,0,0,0
18.996,0,0,0,0,15.374,0,0,0,0
18.999,0,0,0,0,15.376,0,0,0,0
19.001,0,0,0,0,15.378,0,0,0,0
19.003,0,0,0,0,15.38,0,0,0,0
19.006,0,0,0,0,15.382,0,0,0,0
19.008,0,0,0,0,15.383,0,0,0,0
19.011,0,0,0,0,15.385,0,0,0,0
19.013,0,0,0,0,15.387,0,0,0,0
19.015,0,0,0,0,15.389,0,0,0,0
19.018,0,0,0,0,15.391,0,0,0,0
19.02,0,0,0,0,15.393,0,0,0,0
19.022,0,0,0,0,15.395,0,0,0,0
19.025,0,0,0,0,15.397,0,0,0,0
19.027,0,0,0,0,15.399,0,0,0,0
19.03,0,0,0,0,15.401,0,0,0,0
19.032,0,0,0,0,15.403,0,0,0,0
19.034,0,0,0,0,15.405,0,0,0,0
19.037,0,0,0,0,15.407,0,0,0,0
19.039,0,0,0,0,15.409,0,0,0,0
19.042,0,0,0,0,15.41,0,0,0,0
19.044,0,0,0,0,15.412,0,0,0,0
19.046,0,0,0,0,15.414,0,0,0,0
19.049,0,0,0,0,15.416,0,0,0,0
19.051,0,0,0,0,15.418,0,0,0,0
19.053,0,0,0,0,15.42,0,0,0,0
19.056,0,0,0,0,15.422,0,0,0,0
19.058,0,0,0,0,15.424,0,0,0,0
19.061,0,0,0,0,15.426,0,0,0,0
19.063,0,0,0,0,15.428,0,0,0,0
19.065,0,0,0,0,15.43,0,0,0,0
19.068,0,0,0,0,15.432,0,0,0,0
19.07,0,0,0,0,15.434,0,0,0,0
19.073,0,0,0,0,15.436,0,0,0,0
19.075,0,0,0,0,15.438,0,0,0,0
19.077,0,0,0,0,15.439,0,0,0,0
19.08,0,0,0,0,15.441,0,0,0,0
19.082,0,0,0,0,15.443,0,0,0,0
19.085,0,0,0,0,15.445,0,0,0,0
19.087,0,0,0,0,15.447,0,0,0,0
19.089,0,0,0,0,15.449,0,0,0,0
19.092,0,0,0,0,15.451,0,0,0,0
19.094,0,0,0,0,15.453,0,0,0,0
19.096,0,0,0,0,15.455,0,0,0,0
19.099,0,0,0,0,15.457,0,0,0,0
19.101,0,0,0,0,15.459,0,0,0,0
19.104,0,0,0,0,15.461,0,0,0,0
19.106,0,0,0,0,15.463,0,0,0,0
19.108,0,0,0,0,15.465,0,0,0,0
19.111,0,0,0,0,15.467,0,0,0,0
19.113,0,0,0,0,15.468,0,0,0,0
19.116,0,0,0,0,15.47,0,0,0,0
19.118,0,0,0,0,15.472,0,0,0,0
19.12,0,0,0,0,15.474,0,0,0,0
19.123,0,0,0,0,15.476,0,0,0,0
19.125,0,0,0,0,15.478,0,0,0,0
19.127,0,0,0,0,15.48,0,0,0,0
19.13,0,0,0,0,15.482,0,0,0,0
19.132,0,0,0,0,15.484,0,0,0,0
19.135,0,0,0,0,15.486,0,0,0,0
19.137,0,0,0,0,15.488,0,0,0,0
19.139,0,0,0,0,15.49,0,0,0,0
19.142,0,0,0,0,15.492,0,0,0,0
19.144,0,0,0,0,15.494,0,0,0,0
19.147,0,0,0,0,15.496,0,0,0,0
19.149,0,0,0,0,15.497,0,0,0,0
19.151,0,0,0,0,15.499,0,0,0,0
19.154,0,0,0,0,15.501,0,0,0,0
19.156,0,0,0,0,15.503,0,0,0,0
19.159,0,0,0,0,15.505,0,0,0,0
19.161,0,0,0,0,15.507,0,0,0,0
19.163,0,0,0,0,15.509,0,0,0,0
19.166,0,0,0,0,15.511,0,0,0,0
19.168,0,0,0,0,15.513,0,0,0,0
19.17,0,0,0,0,15.515,0,0,0,0
19.173,0,0,0,0,15.517,0,0,0,0
19.175,0,0,0,0,15.519,0,0,0,0
19.178,0,0,0,0,15.521,0,0,0,0
19.18,0,0,0,0,15.523,0,0,0,0
19.182,0,0,0,0,15.524,0,0,0,0
19.185,0,0,0,0,15.526,0,0,0,0
19.187,0,0,0,0,15.528,0,0,0,0
19.19,0,0,0,0,15.53,0,0,0,0
19.192,0,0,0,0,15.532,0,0,0,0
19.194,0,0,0,0,15.534,0,0,0,0
19.197,0,0,0,0,15.536,0,0,0,0
19.199,0,0,0,0,15.538,0,0,0,0
19.201,0,0,0,0,15.54,0,0,0,0
19.204,0,0,0,0,15.542,0,0,0,0
19.206,0,0,0,0,15.544,0,0,0,0
19.209,0,0,0,0,15.546,0,0,0,0
19.211,0,0,0,0,15.548,0,0,0,0
19.213,0,0,0,0,15.55,0,0,0,0
19.216,0,0,0,0,15.552,0,0,0,0
19.218,0,0,0,0,15.553,0,0,0,0
19.221,0,0,0,0,15.555,0,0,0,0
19.223,0,0,0,0,15.557,0,0,0,0
19.225,0,0,0,0,15.559,0,0,0,0
19.228,0,0,0,0,15.561,0,0,0,0
19.23,0,0,0,0,15.563,0,0,0,0
19.233,0,0,0,0,15.565,0,0,0,0
19.235,0,0,0,0,15.567,0,0,0,0
19.237,0,0,0,0,15.569,0,0,0,0
19.24,0,0,0,0,15.571,0,0,0,0
19.242,0,0,0,0,15.573,0,0,0,0
19.244,0,0,0,0,15.575,0,0,0,0
19.247,0,0,0,0,15.577,0,0,0,0
19.249,0,0,0,0,15.579,0,0,0,0
19.252,0,0,0,0,15.581,0,0,0,0
19.254,0,0,0,0,15.582,0,0,0,0
19.256,0,0,0,0,15.584,0,0,0,0
19.259,0,0,0,0,15.586,0,0,0,0
19.261,0,0,0,0,15.588,0,0,0,0
19.264,0,0,0,0,15.59,0,0,0,0
19.266,0,0,0,0,15.592,0,0,0,0
19.268,0,0,0,0,15.594,0,0,0,0
19.271,0,0,0,0,15.596,0,0,0,0
19.273,0,0,0,0,15.598,0,0,0,0
19.276,0,0,0,0,15.6,0,0,0,0
19.278,0,0,0,0,15.602,0,0,0,0
19.28,0,0,0,0,15.604,0,0,0,0
19.283,0,0,0,0,15.606,0,0,0,0
19.285,0,0,0,0,15.608,0,0,0,0
19.287,0,0,0,0,15.609,0,0,0,0
19.29,0,0,0,0,15.611,0,0,0,0
19.292,0,0,0,0,15.613,0,0,0,0
19.295,0,0,0,0,15.615,0,0,0,0
19.297,0,0,0,0,15.617,0,0,0,0
19.299,0,0,0,0,15.619,0,0,0,0
19.302,0,0,0,0,15.621,0,0,0,0
19.304,0,0,0,0,15.623,0,0,0,0
19.307,0,0,0,0,15.625,0,0,0,0
19.309,0,0,0,0,15.627,0,0,0,0
19.311,0,0,0,0,15.629,0,0,0,0
19.314,0,0,0,0,15.631,0,0,0,0
19.316,0,0,0,0,15.633,0,0,0,0
19.318,0,0,0,0,15.635,0,0,0,0
19.321,0,0,0,0,15.637,0,0,0,0
19.323,0,0,0,0,15.638,0,0,0,0
19.326,0,0,0,0,15.64,0,0,0,0
19.328,0,0,0,0,15.642,0,0,0,0
19.33,0,0,0,0,15.644,0,0,0,0
19.333,0,0,0,0,15.646,0,0,0,0
19.335,0,0,0,0,15.648,0,0,0,0
19.338,0,0,0,0,15.65,0,0,0,0
19.34,0,0,0,0,15.652,0,0,0,0
19.342,0,0,0,0,15.654,0,0,0,0
19.345,0,0,0,0,15.656,0,0,0,0
19.347,0,0,0,0,15.658,0,0,0,0
19.35,0,0,0,0,15.66,0,0,0,0
19.352,0,0,0,0,15.662,0,0,0,0
19.354,0,0,0,0,15.664,0,0,0,0
19.357,0,0,0,0,15.666,0,0,0,0
19.359,0,0,0,0,15.667,0,0,0,0
19.361,0,0,0,0,15.669,0,0,0,0
19.364,0,0,0,0,15.671,0,0,0,0
19.366,0,0,0,0,15.673,0,0,0,0
19.369,0,0,0,0,15.675,0,0,0,0
19.371,0,0,0,0,15.677,0,0,0,0
19.373,0,0,0,0,15.679,0,0,0,0
19.376,0,0,0,0,15.681,0,0,0,0
19.378,0,0,0,0,15.683,0,0,0,0
19.381,0,0,0,0,15.685,0,0,0,0
19.383,0,0,0,0,15.687,0,0,0,0
19.385,0,0,0,0,15.689,0,0,0,0
19.388,0,0,0,0,15.691,0,0,0,0
19.39,0,0,0,0,15.693,0,0,0,0
19.392,0,0,0,0,15.695,0,0,0,0
19.395,0,0,0,0,15.696,0,0,0,0
19.397,0,0,0,0,15.698,0,0,0,0
19.4,0,0,0,0,15.7,0,0,0,0
19.402,0,0,0,0,15.702,0,0,0,0
19.404,0,0,0,0,15.704,0,0,0,0
19.407,0,0,0,0,15.706,0,0,0,0
19.409,0,0,0,0,15.708,0,0,0,0
19.412,0,0,0,0,15.71,0,0,0,0
19.414,0,0,0,0,15.712,0,0,0,0
19.416,0,0,0,0,15.714,0,0,0,0
19.419,0,0,0,0,15.716,0,0,0,0
19.421,0,0,0,0,15.718,0,0,0,0
19.424,0,0,0,0,15.72,0,0,0,0
19.426,0,0,0,0,15.722,0,0,0,0
19.428,0,0,0,0,15.723,0,0,0,0
19.431,0,0,0,0,15.725,0,0,0,0
19.433,0,0,0,0,15.727,0,0,0,0
19.435,0,0,0,0,15.729,0,0,0,0
19.438,0,0,0,0,15.731,0,0,0,0
19.44,0,0,0,0,15.733,0,0,0,0
19.443,0,0,0,0,15.735,0,0,0,0
19.445,0,0,0,0,15.737,0,0,0,0
19.447,0,0,0,0,15.739,0,0,0,0
19.45,0,0,0,0,15.741,0,0,0,0
19.452,0,0,0,0,15.743,0,0,0,0
19.455,0,0,0,0,15.745,0,0,0,0
19.457,0,0,0,0,15.747,0,0,0,0
19.459,0,0,0,0,15.749,0,0,0,0
19.462,0,0,0,0,15.751,0,0,0,0
19.464,0,0,0,0,15.752,0,0,0,0
19.466,0,0,0,0,15.754,0,0,0,0
19.469,0,0,0,0,15.756,0,0,0,0
19.471,0,0,0,0,15.758,0,0,0,0
19.474,0,0,0,0,15.76,0,0,0,0
19.476,0,0,0,0,15.762,0,0,0,0
19.478,0,0,0,0,15.764,0,0,0,0
19.481,0,0,0,0,15.766,0,0,0,0
19.483,0,0,0,0,15.768,0,0,0,0
19.486,0,0,0,0,15.77,0,0,0,0
19.488,0,0,0,0,15.772,0,0,0,0
19.49,0,0,0,0,15.774,0,0,0,0
19.493,0,0,0,0,15.776,0,0,0,0
19.495,0,0,0,0,15.778,0,0,0,0
19.498,0,0,0,0,15.78,0,0,0,0
19.5,0,0,0,0,15.781,0,0,0,0
19.502,0,0,0,0,15.783,0,0,0,0
19.505,0,0,0,0,15.785,0,0,0,0
19.507,0,0,0,0,15.787,0,0,0,0
19.509,0,0,0,0,15.789,0,0,0,0
19.512,0,0,0,0,15.791,0,0,0,0
19.514,0,0,0,0,15.793,0,0,0,0
19.517,0,0,0,0,15.795,0,0,0,0
19.519,0,0,0,0,15.797,0,0,0,0
19.521,0,0,0,0,15.799,0,0,0,0
19.524,0,0,0,0,15.801,0,0,0,0
19.526,0,0,0,0,15.803,0,0,0,0
19.529,0,0,0,0,15.805,0,0,0,0
19.531,0,0,0,0,15.807,0,0,0,0
19.533,0,0,0,0,15.809,0,0,0,0
19.536,0,0,0,0,15.81,0,0,0,0
19.538,0,0,0,0,15.812,0,0,0,0
19.54,0,0,0,0,15.814,0,0,0,0
19.543,0,0,0,0,15.816,0,0,0,0
19.545,0,0,0,0,15.818,0,0,0,0
19.548,0,0,0,0,15.82,0,0,0,0
19.55,0,0,0,0,15.822,0,0,0,0
19.552,0,0,0,0,15.824,0,0,0,0
19.555,0,0,0,0,15.826,0,0,0,0
19.557,0,0,0,0,15.828,0,0,0,0
19.56,0,0,0,0,15.83,0,0,0,0
19.562,0,0,0,0,15.832,0,0,0,0
19.564,0,0,0,0,15.834,0,0,0,0
19.567,0,0,0,0,15.836,0,0,0,0
19.569,0,0,0,0,15.837,0,0,0,0
19.572,0,0,0,0,15.839,0,0,0,0
19.574,0,0,0,0,15.841,0,0,0,0
19.576,0,0,0,0,15.843,0,0,0,0
19.579,0,0,0,0,15.845,0,0,0,0
19.581,0,0,0,0,15.847,0,0,0,0
19.583,0,0,0,0,15.849,0,0,0,0
19.586,0,0,0,0,15.851,0,0,0,0
19.588,0,0,0,0,15.853,0,0,0,0
19.591,0,0,0,0,15.855,0,0,0,0
19.593,0,0,0,0,15.857,0,0,0,0
19.595,0,0,0,0,15.859,0,0,0,0
19.598,0,0,0,0,15.861,0,0,0,0
19.6,0,0,0,0,15.863,0,0,0,0
19.603,0,0,0,0,15.865,0,0,0,0
19.605,0,0,0,0,15.866,0,0,0,0
19.607,0,0,0,0,15.868,0,0,0,0
19.61,0,0,0,0,15.87,0,0,0,0
19.612,0,0,0,0,15.872,0,0,0,0
19.615,0,0,0,0,15.874,0,0,0,0
19.617,0,0,0,0,15.876,0,0,0,0
19.619,0,0,0,0,15.878,0,0,0,0
19.622,0,0,0,0,15.88,0,0,0,0
19.624,0,0,0,0,15.882,0,0,0,0
19.626,0,0,0,0,15.884,0,0,0,0
19.629,0,0,0,0,15.886,0,0,0,0
19.631,0,0,0,0,15.888,0,0,0,0
19.634,0,0,0,0,15.89,0,0,0,0
19.636,0,0,0,0,15.892,0,0,0,0
19.638,0,0,0,0,15.894,0,0,0,0
19.641,0,0,0,0,15.895,0,0,0,0
19.643,0,0,0,0,15.897,0,0,0,0
19.646,0,0,0,0,15.899,0,0,0,0
19.648,0,0,0,0,15.901,0,0,0,0
19.65,0,0,0,0,15.903,0,0,0,0
19.653,0,0,0,0,15.905,0,0,0,0
19.655,0,0,0,0,15.907,0,0,0,0
19.657,0,0,0,0,15.909,0,0,0,0
19.66,0,0,0,0,15.911,0,0,0,0
19.662,0,0,0,0,15.913,0,0,0,0
19.665,0,0,0,0,15.915,0,0,0,0
19.667,0,0,0,0,15.917,0,0,0,0
19.669,0,0,0,0,15.919,0,0,0,0
19.672,0,0,0,0,15.921,0,0,0,0
19.674,0,0,0,0,15.922,0,0,0,0
19.677,0,0,0,0,15.924,0,0,0,0
19.679,0,0,0,0,15.926,0,0,0,0
19.681,0,0,0,0,15.928,0,0,0,0
19.684,0,0,0,0,15.93,0,0,0,0
19.686,0,0,0,0,15.932,0,0,0,0
19.689,0,0,0,0,15.934,0,0,0,0
19.691,0,0,0,0,15.936,0,0,0,0
19.693,0,0,0,0,15.938,0,0,0,0
19.696,0,0,0,0,15.94,0,0,0,0
19.698,0,0,0,0,15.942,0,0,0,0
19.7,0,0,0,0,15.944,0,0,0,0
19.703,0,0,0,0,15.946,0,0,0,0
19.705,0,0,0,0,15.948,0,0,0,0
19.708,0,0,0,0,15.95,0,0,0,0
19.71,0,0,0,0,15.951,0,0,0,0
19.712,0,0,0,0,15.953,0,0,0,0
19.715,0,0,0,0,15.955,0,0,0,0
19.717,0,0,0,0,15.957,0,0,0,0
19.72,0,0,0,0,15.959,0,0,0,0
19.722,0,0,0,0,15.961,0,0,0,0
19.724,0,0,0,0,15.963,0,0,0,0
19.727,0,0,0,0,15.965,0,0,0,0
19.729,0,0,0,0,15.967,0,0,0,0
19.731,0,0,0,0,15.969,0,0,0,0
19.734,0,0,0,0,15.971,0,0,0,0
19.736,0,0,0,0,15.973,0,0,0,0
19.739,0,0,0,0,15.975,0,0,0,0
19.741,0,0,0,0,15.977,0,0,0,0
19.743,0,0,0,0,15.979,0,0,0,0
19.746,0,0,0,0,15.98,0,0,0,0
19.748,0,0,0,0,15.982,0,0,0,0
19.751,0,0,0,0,15.984,0,0,0,0
19.753,0,0,0,0,15.986,0,0,0,0
19.755,0,0,0,0,15.988,0,0,0,0
19.758,0,0,0,0,15.99,0,0,0,0
19.76,0,0,0,0,15.992,0,0,0,0
19.763,0,0,0,0,15.994,0,0,0,0
19.765,0,0,0,0,15.996,0,0,0,0
19.767,0,0,0,0,15.998,0,0,0,0
19.77,0,0,0,0,16,0,0,0,0
19.772,0,0,0,0,16.002,0,0,0,0
19.774,0,0,0,0,16.004,0,0,0,0
19.777,0,0,0,0,16.006,0,0,0,0
19.779,0,0,0,0,16.008,0,0,0,0
19.782,0,0,0,0,16.009,0,0,0,0
19.784,0,0,0,0,16.011,0,0,0,0
19.786,0,0,0,0,16.013,0,0,0,0
19.789,0,0,0,0,16.015,0,0,0,0
19.791,0,0,0,0,16.017,0,0,0,0
19.794,0,0,0,0,16.019,0,0,0,0
19.796,0,0,0,0,16.021,0,0,0,0
19.798,0,0,0,0,16.023,0,0,0,0
19.801,0,0,0,0,16.025,0,0,0,0
19.803,0,0,0,0,16.027,0,0,0,0
19.805,0,0,0,0,16.029,0,0,0,0
19.808,0,0,0,0,16.031,0,0,0,0
19.81,0,0,0,0,16.033,0,0,0,0
19.813,0,0,0,0,16.035,0,0,0,0
19.815,0,0,0,0,16.036,0,0,0,0
19.817,0,0,0,0,16.038,0,0,0,0
19.82,0,0,0,0,16.04,0,0,0,0
19.822,0,0,0,0,16.042,0,0,0,0
19.825,0,0,0,0,16.044,0,0,0,0
19.827,0,0,0,0,16.046,0,0,0,0
19.829,0,0,0,0,16.048,0,0,0,0
19.832,0,0,0,0,16.05,0,0,0,0
19.834,0,0,0,0,16.052,0,0,0,0
19.837,0,0,0,0,16.054,0,0,0,0
19.839,0,0,0,0,16.056,0,0,0,0
19.841,0,0,0,0,16.058,0,0,0,0
19.844,0,0,0,0,16.06,0,0,0,0
19.846,0,0,0,0,16.062,0,0,0,0
19.848,0,0,0,0,16.064,0,0,0,0
19.851,0,0,0,0,16.065,0,0,0,0
19.853,0,0,0,0,16.067,0,0,0,0
19.856,0,0,0,0,16.069,0,0,0,0
19.858,0,0,0,0,16.071,0,0,0,0
19.86,0,0,0,0,16.073,0,0,0,0
19.863,0,0,0,0,16.075,0,0,0,0
19.865,0,0,0,0,16.077,0,0,0,0
19.868,0,0,0,0,16.079,0,0,0,0
19.87,0,0,0,0,16.081,0,0,0,0
19.872,0,0,0,0,16.083,0,0,0,0
19.875,0,0,0,0,16.085,0,0,0,0
19.877,0,0,0,0,16.087,0,0,0,0
19.88,0,0,0,0,16.089,0,0,0,0
19.882,0,0,0,0,16.091,0,0,0,0
19.884,0,0,0,0,16.093,0,0,0,0
19.887,0,0,0,0,16.094,0,0,0,0
19.889,0,0,0,0,16.096,0,0,0,0
19.891,0,0,0,0,16.098,0,0,0,0
19.894,0,0,0,0,16.1,0,0,0,0
19.896,0,0,0,0,16.102,0,0,0,0
19.899,0,0,0,0,16.104,0,0,0,0
19.901,0,0,0,0,16.106,0,0,0,0
19.903,0,0,0,0,16.108,0,0,0,0
19.906,0,0,0,0,16.11,0,0,0,0
19.908,0,0,0,0,16.112,0,0,0,0
19.911,0,0,0,0,16.114,0,0,0,0
19.913,0,0,0,0,16.116,0,0,0,0
19.915,0,0,0,0,16.118,0,0,0,0
19.918,0,0,0,0,16.12,0,0,0,0
19.92,0,0,0,0,16.122,0,0,0,0
19.922,0,0,0,0,16.123,0,0,0,0
19.925,0,0,0,0,16.125,0,0,0,0
19.927,0,0,0,0,16.127,0,0,0,0
19.93,0,0,0,0,16.129,0,0,0,0
19.932,0,0,0,0,16.131,0,0,0,0
19.934,0,0,0,0,16.133,0,0,0,0
19.937,0,0,0,0,16.135,0,0,0,0
19.939,0,0,0,0,16.137,0,0,0,0
19.942,0,0,0,0,16.139,0,0,0,0
19.944,0,0,0,0,16.141,0,0,0,0
19.946,0,0,0,0,16.143,0,0,0,0
19.949,0,0,0,0,16.145,0,0,0,0
19.951,0,0,0,0,16.147,0,0,0,0
19.954,0,0,0,0,16.149,0,0,0,0
19.956,0,0,0,0,16.15,0,0,0,0
19.958,0,0,0,0,16.152,0,0,0,0
19.961,0,0,0,0,16.154,0,0,0,0
19.963,0,0,0,0,16.156,0,0,0,0
19.965,0,0,0,0,16.158,0,0,0,0
19.968,0,0,0,0,16.16,0,0,0,0
19.97,0,0,0,0,16.162,0,0,0,0
19.973,0,0,0,0,16.164,0,0,0,0
19.975,0,0,0,0,16.166,0,0,0,0
19.977,0,0,0,0,16.168,0,0,0,0
19.98,0,0,0,0,16.17,0,0,0,0
19.982,0,0,0,0,16.172,0,0,0,0
19.985,0,0,0,0,16.174,0,0,0,0
19.987,0,0,0,0,16.176,0,0,0,0
19.989,0,0,0,0,16.178,0,0,0,0
19.992,0,0,0,0,16.179,0,0,0,0
19.994,0,0,0,0,16.181,0,0,0,0
19.996,0,0,0,0,16.183,0,0,0,0
19.999,0,0,0,0,16.185,0,0,0,0
20.001,0,0,0,0,16.187,0,0,0,0
20.004,0,0,0,0,16.189,0,0,0,0
20.006,0,0,0,0,16.191,0,0,0,0
20.008,0,0,0,0,16.193,0,0,0,0
20.011,0,0,0,0,16.195,0,0,0,0
20.013,0,0,0,0,16.197,0,0,0,0
20.016,0,0,0,0,16.199,0,0,0,0
20.018,0,0,0,0,16.201,0,0,0,0
20.02,0,0,0,0,16.203,0,0,0,0
20.023,0,0,0,0,16.205,0,0,0,0
20.025,0,0,0,0,16.207,0,0,0,0
20.028,0,0,0,0,16.208,0,0,0,0
20.03,0,0,0,0,16.21,0,0,0,0
20.032,0,0,0,0,16.212,0,0,0,0
20.035,0,0,0,0,16.214,0,0,0,0
20.037,0,0,0,0,16.216,0,0,0,0
20.039,0,0,0,0,16.218,0,0,0,0
20.042,0,0,0,0,16.22,0,0,0,0
20.044,0,0,0,0,16.222,0,0,0,0
20.047,0,0,1,1,16.224,0,0,0,0
20.049,0,1,1,1,16.226,0,0,0,0
20.051,0,1,1,1,16.228,0,0,0,0
20.054,0,1,1,1,16.23,0,0,0,0
20.056,0,1,1,1,16.232,0,0,0,0
20.059,0,1,1,1,16.234,0,0,0,0
20.061,0,1,1,1,16.235,0,0,0,0
20.063,1,1,1,1,16.237,0,0,0,0
20.066,1,1,1,1,16.239,0,0,0,0
20.068,1,1,1,1,16.241,0,0,0,0
20.07,1,1,1,1,16.243,0,0,0,0
20.073,1,1,1,1,16.245,0,0,0,0
20.075,1,1,1,1,16.247,0,0,0,0
20.078,1,1,1,1,16.249,0,0,0,0
20.08,1,1,1,1,16.251,0,0,0,0
20.082,1,1,1,1,16.253,0,0,0,0
20.085,1,1,1,1,16.255,0,0,0,0
20.087,1,1,1,1,16.257,0,0,0,0
20.09,1,1,1,1,16.259,0,0,0,0
20.092,1,1,1,1,16.261,0,0,0,0
20.094,1,1,1,1,16.263,0,0,0,0
